line,isMetaphor
ஆஹாவ போலிங்கோ சிந்தா சிந்தா,1
நீ கொல்லை மல்லி முல்லை போலே பிள்ளை மெல்லும் சொல்லை போலே,1
பிள்ளை மெல்லும் சொல்லை போலே அஸ்கு லஸ்கா ஏமோ ஏமோ,1
என் ஃபிரண்ட போல யாரு மச்சான்,1
வான் மேகம் போலே நின்றோம்,1
அப்போது உன்னைப் போல் உலகில் யாா் என்பாா்,1
அப்போது உன்னைப் போல் ஏமாளி யாா் என்பாா்,1
என் தாயை போல ஒரு பெண்ணை தேடி,1
சிலுவை காடு பூத்தது போலே சிரியன் வாழ்வை பூக்க வைத்தாயே,1
சிலுவை காடு பூத்தது போலே சின்னவள் வாழ்வை பூக்க வைத்தாயே,1
மீன் வலையில் விழுந்தது போல வாழ்க்கை உன் சாலை ஓரம் தவிக்குதே,1
பெட்ரோல் மீது தீயை போல உந்தன் மீது பற பற என பரவுது மனசு,1
ஜூலையில் பெய்திடும் முதல் மழை போலே பொய்களை பொழிகிறாய் என்னிடம் நீயே,1
இருவரும் கவிதையை வரிகளை போலே நினைவிலே நிற்கிறாய் அழகிய தீயே,1
என் மவன் என்னை போல இருப்பான்,1
அட உன்னை போல எவனும் இல்ல,1
ஊரான ஊருக்குள்ள உன்னப்போல யாரும் இல்ல,1
நூறு ஜென்மம் ராணி போல வாழப்போற பூமானே,1
என்னப்போல எவனும் இல்ல சொல்லப்போற நீதானே,1
வழுக்காத பாசி போல வச்சிக்க என்ன வாழ,1
வழுக்காத பாசி போல,1
உன் போல இங்கே யாரு,1
கும்முன்னா உன்ன போல முத்துன்னா ஆணி முத்து,1
வழுக்காத பாசி போல எண்ணைக்கு தண்ணி மேல,1
வழுக்காத பாசி போல என்னைக்கும் உங்க மேல,1
உன்ன நாய் போல சுத்துது என் புத்தி,1
நதிபோலே இவன் மனம்போக,1
பெரும் புயல் போலே அவன் செயல் போக,1
நதியிலே இலை போல பயணம்,1
எனைப்போலே சாயலில்,1
நதி போல் இனி நாள் போக,1
நிறமாலையை போல் நெஞ்சம்,1
உன்னை பார்த்ததும் பாராதது போல் சிறு வஞ்சம்,1
வோல்கா நதி போலே நில்லாமல் காதல் பாட வா வா,1
தொலைவதுபோலே உணருகிறேன்,1
புத்தன போல் ஆகலாம்,1
சித்தனை போல பேசலாம்,1
என் அன்னை போல் காத்தாய் எனை,1
கடிவாளம் இல்லா காற்றை போலவே,1
வடிவங்கள் இல்லா வாசம் போலவே,1
நுரை போலே நீ அலை போலே நான்,1
இதுபோல் எதுவும் இல்லை,1
குடைபோல செல்வான் கூட,1
காதல் என்பது கடவுள் போன்றது,1
இங்கு இருவரும் ஊமைகள் போலே மொழி இன்றி வார்த்தைப்பேச,1
வானம் போல் விழாதது,1
துரத்தி செல்லும் பறவை போலே தோகையே உன்னை நான்,1
பொய்கையை போல் கிடந்தவள்,1
அய்யனாரத்தான் போல ரொம்ப பெரிய மீசையும் வேணா,1
அம்பிப் பயலப் போல அட கம்பி மீசையும் வேணா,1
மைக் டைசன் போலவும் வேணா,1
தோழன் போல் மாற வேண்டும்,1
தாய் போல் எனை தாங்கும் தான் வேண்டும்,1
காத்தாடி போல் நெஞ்சு கூத்தாடுதே,1
தீ போலே ஏன் இங்கு சந்தித்தோம்,1
உன் போன்ற பெண்ணால்,1
ரேஷன் கடை க்யுவப்போலே வாசல் முன்னே கூட்டம் கண்டேனே,1
ஜாங்கிரி போல சிரிப்பானே,1
அரசவைக் கட்டில் போல மாறிடும்,1
சேற்றிலே வளர்ந்த தாமரை மலரைப் போலவே,1
பறவையைப் போலவே பார்க்கிறாய்,1
அதைப் போல் இங்கு காதல்,1
மின்சாரம் போல சந்தோஷம் தேடும்,1
காற்றில் இசை போல பறிபோனதே,1
அய்யோ அய்யோ மேகம் போலே கலைந்து கலைந்து போகிறேன்,1
ஓர் ஆண் போல அனுதினம் மனம் வச்சி,1
அலையில்லா கடலப் போல அசையாம நின்னேனே நானே,1
மழை பெய்ச தரையைப் போல புது வாசம் தந்தாயே,1
தடையில்ல மின்சாரம் போல் தினந்தோறும் வந்தாயே,1
நீ கொஞ்சம் போல மெல்ல சிரிக்க,1
நீ சிலை போல இருக்கனு சொல்ல முடியல,1
அடி சிலையெல்லாம் உன்ன போல வாசம் கொடுக்கல,1
ஒரு நதி போலே இருக்கேனும் எண்ண முடியல,1
நீ நடந்தாலே கடல் போல கூட்டம் தெருவுல,1
மூடில் இருந்தான் போல என் காதல் சொல்ல வச்சுட்ட,1
அது யானை போல சில நேரம் மாறி மிதிக்குது,1
உசேன் போல்டை போல் நில்லாமல் ஓடு,1
உந்தன் வாழ்விற்கு ஒலிம்பிக்கை போலே வேர்வை தேடி வரும்,1
மின்சாரம் போல வந்தாயே,1
சட போலே டீச்சர் யாரு,1
நேற்று போலே வானம்,1
செங்காந்தள் போல் காயும்,1
இந்த காட்டு பய ஒரு ஆட்டுக்குட்டி போல உன் பின்ன சுத்துறனே,1
ஒத்த அலையில மிதக்குற ஓடம் போல் உன் நெனப்புல நான் மெதந்து கெடக்குறேன்,1
கொடக்கம்பி போல மனம் குத்தி நிக்குதே,1
நல்லப்பிள்ளை போல்தான்,1
இது போல ஏறாலம்தான்,1
டுப்பேயில்ல போவதுப்போல் எங்கே எப்போ வேணும்னாலும்,1
ஒன்வேயில் போவது போல் திரும்பிட வழியே இல்ல,1
வானொலி ரசிகனை போல் ஏதோ நானும் உளறுகிறேன்,1
முற்றி போன பைத்தியம்போல் உந்தன் பேச்சால் விரைகிறேன்,1
பறப்பது போலிருக்கு,1
பூமியின் உச்சியிலே நிற்ப்பது போல் இருக்கு,1
நடப்பது போலிருக்கு,1
காத்த போல திரிஞ்ச பையன்,1
புத்தர் போல வளர்ந்த பையன்,1
இவன போல ஊருக்குள்ள யாரும் இல்லையே,1
போறாளே போறாளே கோவில் தேர் போல தோ தோ பாக்குறா,1
ஐஸ் கட்டி போலவே,1
போறாளே போறாளே ஆவின் பால்போலே தோ தோ பாக்குறா,1
ஆத்தா உன் சேலைஆகாயம் போல ஆத்தா உன் சேலை ஆகாயம் போல,1
ஆத்தா உன் சேலை ஆகாயம் போல ஆத்தா உன் சேலை ஆகாயம் போல,1
ஆத்தா உன் சேலை ஆகாயம் போல தொட்டில் கட்டி தூங்க,1
ஆத்தா உன் சேலை ஆகாயம் போல தொட்டிக்குள்ள நடிச்சா,1
ஆத்தா உன் சேலை ஆகாயம் போல அக்கா கட்டி பழக,1
ஒரு விசிறி போல வீசும்,1
ஆத்தா உன் சேலை ஆகாயம் போலஆத்தா உன் சேலை ஆகாயம் போல தொட்டில் கட்டி தூங்க,1
இறை வைத்து சிக்காத பறவை போல என் கையில் சிக்கலயே எளையன் காளை,1
கூட வாரேன் நிழல போல அருவாக்காரன் அழகன் பேரன்,1
கூட வாரேன் நிழல போல,1
ஊதுபத்தி போல என்ன வாசம் வீச வச்சா,1
சூரியன போல அவ,1
அவள் போல் இல்லை ஒரு பேரழகு,1
சிவந்ததை போலே கன்னம் எங்கும் தோன்றும்,1
காட்டருவி போலே அலை அலையாக,1
இதுபோல் இதுவரை ஆனதில்லை,1
காதல் போல கொடுமை இல்லை,1
அடி ஒன்னாம் கிளாஸ் பொண்ண போல ரொம்ப பண்ணாத,1
நொடி முள்ளைப் போல் இமை துடிக்கிறதே,1
படித்துறை பாசியில் நடப்பது போல் கால்களும் காற்றினில் வழுக்கிடுதே,1
வரவேற்பு வளையம் போல் புருவங்கள் அழைக்கிறதே,1
காற்றின் அலை போலே நெஞ்சம் அலைகிறதே,1
காற்றிலே ஒரு பஞ்சை போல காதலில் என் நெஞ்சம் வீழ,1
மழை நீயானால் வயல் போல ஆவேன்,1
வயல் போல ஆவேன்,1
மீனைப் போல வாழுதே,1
அலைந்திடும் மேகம் அதைப் போல இந்த வாழ்க்கையே,1
இலை போல என்ற போதிலும்,1
இந்த மண்ணில் இதுபோல் யாருமிங்கே,1
ஊருக்குள்ள நம்மபோல செல்லபுள்ள யாருடா,1
பூப்போல் இட்லி தோச,1
பிறர் துன்பம் தன் துன்பம் போல் எண்ணினான்,1
வைரம் போல பெண்ணின் மனது உலகிலே,1
உயிரை நீ தயிரை போல் கடைகிறாய்,1
நிலக்கரி ஊழல் போல் நீள்கிறாய்,1
அடிமையை அரசி போல் ஆள்கிறாய்,1
நேற்றெல்லாம் இது போல இல்லை,1
கோவில் கோலம் போல உன்ன,1
செப்பு செல போல உன்ன,1
வெடுக்குன்னு பிடிச்சு வைப்போல் தெம்புல நின்னேனே,1
சிலந்தி வலையில் வெளிச்சம் போல எனக்குள் பரவுவாய்,1
நாயகன போல விஸ்வரூபம் எடுடா,1
வான் மழைத்தூளி போல் உன் கண்ணோடு மணியாக,1
நிழல்களை போல் நான் உன்னோடு பின்னோடு,1
புத்தம் புது ரோஸ்போல் பேஷ் எனக்கு,1
அலை போலே எழுகின்றேன்,1
இல்லை போலே விழுகின்றேன்,1
அவன் போலே நடித்தேனே,1
பால்குடிக்கும் பாப்பா போல சின்ன சின்ன சிப்பு பண்ண,1
குவாட்டர் போல மாமி,1
அணைப்பதை போலே நினைத்திடும் போதே,1
போல மாயமோ,1
என் வீட்டை திடல் ஆக்கி விளையாடும் பறவைப் போல் மனதினுள்ளே வந்தாடுவது யாரோ,1
சொல்லாத காதல போல் சோகமில்ல மாமா,1
இங்கிலாந்து ராணி போல தங்கத்துல இழச்சு,1
தண்டவாளம் போல நாம ரெண்டு பேருக்கிடையில்,1
செரட்டயில் பேஞ்ச சிறுமழை போல நெஞ்சு கூட்டுல நெறஞ்சிருக்க,1
கஞ்சியில் கரைஞ்ச உப்புக்கல்ல போல கண்ணு கூட்டுல ஒளிஞ்சிருக்க,1
கயித்த அறுத்த கன்னுகுட்டி போல சித்தன் போக்கில் நான் அலைஞ்சேன்,1
சிறுத்த இட போல என் உசுரு வாடுது,1
பெருத்த தணம் போல பிரியமோ கூடுது,1
விண் போல் உயர்ந்து,1
தனி மரம் வசிப்பது போலே ஏனோ இன்று,1
இதயம்போல் தெரியுதே,1
அடுப்பு தீயபோல் உசுரும் எரியுதே,1
நான் ஆட்டு புழுக்க போல சுடும் வெயிலுக்குள்ள கிடக்கேன்,1
அவ பத்துபுள்ள என்னபோல பெத்து கொடுக்கணும்,1
இப்போ மழ போல நீ வந்த,1
கடல் போல நான் நிறைவேன்,1
அந்த அலைகளப் போல வந்தா உன் கையுல,1
மாட்டிக்குவேன் வளையலப் போல உன் கண்ணுகேத்த அழகா வாரேன்,1
நீ என் கண்ணுப் போல இருக்கனும்,1
இவனப் போல கடலின் ஆழம்,1
வெண்ணிலவை போன்ற தேகம் எந்தன் பக்கம்,1
ராட்டினம் போல் அவள் காதலை,1
சங்கீதம் போல இந்த மண்மீது சட்டென்று,1
காதல் செய்யும் இம்சை போல வேறு ஏதும் இல்லையே,1
எதிர் காற்றிலே குடைப் போலவே,1
காத்தாடி போலே என் காதல் ஆகும் ஆகுமே,1
மிளகாப்பூ போல என்னுள்ள,1
எங்க ஊரு இட்லி போல வருமா,1
அது மேல ராணியப் போல நா போனேனே,1
உன் கன்னம் மேலே மழை நீரைப் போலே முத்தக் கோலம் போட ஆசை அள்ளாடுதே,1
ஊஞ்சல் போல் மாறுதே அடி உன் பெண்மையே,1
பெரும் புள்ளிய போலதான் வாழ்வோம்,1
விளையாட்டுப் பொம்மைய போல ஒடஞ்சேனே நானும் கூட,1
பச்ச புள்ள போல இளச்சு,1
உடலணிந்த ஆடை போல் எனை அணிந்து கொள்வாயா,1
பாப்பா போல மெஜ்யுரிட்டி,1
பஞ்ச போல உன்ன மாத்தப்போறேன்,1
காத்த போல வந்து மேல,1
தொடரும் போட்ட கதையை போல எந்தன் மாலை முடிகிறதே,1
உன்னில் என்னை போல காதல் நேருமோ,1
ஒரு குழந்தையின் மகிழ்ச்சியை போலவே,1
என் காதுல இசை போல பேசுற உன் குரலால்தானே,1
எசபோல நீயும் பேசவே,1
குத்தாலத்து சாரல போல் நல்லா சிரிக்க என் தேன் மொழி,1
அலைகள் போலவே காதல் மோதுமே,1
ராக்கெட் போல டக்குன்னு பறக்காத,1
எதிர வந்து ஏஞ்சல் போல நின்ன,1
உன் போல் சிரிக்கிறதே,1
யார் போலே சாயல்,1
தினம் தினம் அது போல வாழ்ந்து வந்தான்,1
இதுவரை இது போலே இருமனம் கொண்டு தவித்ததில்லை,1
நீ இஷ்டம் போல சுத்து,1
சூப்பர் மேன போல நீ,1
வளையல தொலஞ்சத போல தொவயலு அரைச்சத போல,1
தொவயலு அரைச்சத போல சர சர சரவெடி கனவுல,1
வளையல தொலஞ்சத போல ஏன் ஒதட்ட நீ சுழிச்சிட்டு போற,1
தொவயலு அரைச்சத போல நீ உசுரையே வளைச்சுட்டுப் போற,1
நெஞ்சில் முன் போல் தீ இல்லை,1
முன்பின்னல் உன்போல் ஒரு,1
பார்ட்டிக்குத்தான் போலாமா,1
உன் விழி போல மண்ணில் எங்கும்,1
உன் மனம் போல விண்ணில் எங்கும்,1
ஓடும் ரயிலை போல இதயம்,1
மூடு பனியாய் காலை வெயில் போல் வந்து நான் உன்னையும் சேர்வதென்ன,1
விலைவாசி போல உயர்ந்தேனே,1
காதல் போல கோபம் போல காமம் ஒரு உணர்ச்சிதான்,1
வெண்மேகம் போலவே,1
வெண் மேகம் போலவே,1
குத்துகல்ல போல நின்னானே,1
யாரும் இல்ல உன போல வாடி நெருங்கி பாப்போம் பழகி,1
சாமி சிலை போலே பிறந்து,1
நிழல் போல நடந்தாயோ,1
விண்மீது மண்ணது காதல் தான் கொண்டது போலே நான் உன்மீது கொண்டிடவா,1
சூரியன் போல நாங்க சுழலுவோம்,1
அத போல வாழ தேவையில்ல நோட்டு,1
இந்த சின்ன்ஞ்சிறு பிஞ்சிகளப் போல நாங்க உள்ள வர துள்ளி விளையாட,1
சுழல் போல அதை நீயே இழுத்தாயடி,1
எனக்கான வரம்போல பிறந்தாயடி,1
ஆஞ்சி வச்ச கீர போல நினைப்புல தான் கரையிரியே,1
ஒரு குரல் போலே நீ எனக்குள்ளே,1
சிற்பம் போல செய்து என்னை,1
பேரன்பு போல ஏதுமில்ல,1
தீகங்குள்ள பால் சட்டிய போல் பொங்குறேனே,1
என்னை தொட்டதுபோல் தொட்டுவிட்டால் அழகு ரோஜா,1
மின்சார ரயிலும் வண்ணக் குயில் போல கூவுதே,1
உன் மடி போல யாவும் சுகம் நல்குமா,1
உன்னை போல் வீழ்த்த ஆள் ஏது,1
உன் மாா் போல யாவும் சுகம் நகுமா,1
ஒரு குழந்தை போலே ஒரு வைரம் போலே,1
ஒரு வைரம் போலே தூய்மையான என் சத்தியம் புனிதமானது,1
அர்த்த ஜாம திருடன் போல அதிர்ந்து பேசேன்,1
சுவாசம் போல அருகில் இருந்து,1
மலைபோல விழுந்து நதிபோல் எழுவாய்,1
வேடிக்கை மனிதர் போல் இருந்து விடாதே,1
தரையின் மேலே நிழலை போலே இணைந்து நாம் வாழனும்,1
கண்ணாடி போன்ற நெஞ்சில்,1
யாருமே உன்போல் இல்லை மண் மேலே,1
தாண்டி குதிக்கும் மீனப்போல சீண்டினாக்கா யாரும்,1
உதவாது உதையப்போல உடன் பிறப்பு,1
தாண்டி குதிக்கும் மீனப்போல புழுதிப்பறக்கும் பாரு,1
வேங்கை போல பாயும்,1
போல மின்னும் மந்திர மேனி,1
அல்வாவத் திண்பதுப் போல் என் ஆச உன்னத் திண்ணட்டுமே,1
காத்தப் போல ஓடு எங்கும் ஓடு,1
தாயப் போல பேசுகின்ற தெய்வம்,1
இரு கண் கொண்ட தூரம் போல் தள்ளி இரு போதும்,1
கண்ணாடி முனை போல் எண்ணங்கள் கூறாய்,1
முன் இல்லாதது போல் எல்லாமே வேறாய்,1
என்னைப்போல் பெண்ணொன்று அச்சாக இன்னொன்று,1
ஏழை ஒருவன் கந்தல் குடைபோல் தொலைந்த என் மணம்,1
நீாில் குற்றம் கண்ட மீனை போல துள்ளும்,1
மழலை மொழிப் போல மனதில் ஒருப் பாட்டு,1
மணல் மீதுத் தூறும் மழைப் போலவே,1
தரையில் மீனை போல புரளுதே,1
நீ பிள்ளை போலே தூங்க,1
கண்ணாடி போலே உடைந்தேனே,1
ஆடி காத்த போல் ஆட்டம் போடு,1
கூடி வாழ்வோம் குருவி போல பூமி மேல பூத்திருப்போம்,1
வானவில்லின் வண்ணம் போல நேற்றை இன்றைக்கோ பாக்காதேடா,1
கூண்டு கிளி போல வாழாதடா,1
பாறை போல வாழ்ந்த,1
பவள பாறை படலம் போலே மனதில் நிறைந்தாய்,1
நெருஞ்சி முல்லை போலே நின்றேன்,1
கரட்டு காட்டுக்குள்ள மொளச்ச நெல்ல போல மொரட்டு நெஞ்சுக்குள்ள முட்டி வந்து மொளச்ச,1
கொசுவம் போல என்ன பின்ன வச்சு முடியடியே,1
மருதானி எல போல என் மனச நசுக்குறே,1
ராட்டின தூரிய போல என்ன அடி ஏண்டி உருளவிட்ட,1
அன்னாசி பழம் போல என்ன வெட்டி தின்ன அடி,1
கோழிய போல என் உறக்கத்த நீ அட வெரச முழுங்குறியே,1
மாசம் மாசம் டீசல் விலை போல் ஆச பாசம் ஏத்தாதே,1
புடவை துவைக்கும் துறவிய போல முழியா முழிக்குறேன்,1
புலிவால் புடிச்ச எலிய போல தவியா தவிக்குறேன்,1
ஃபிரிட்ஜில் வைத்த ஆப்பிள் போல ஆண்கள் கொண்ட ஆசையெல்லாம்,1
வெயிலில் வைத்த வெண்ணை போல நீ வர வர வக்கீலுக்கு படிக்குற,1
ஆப்பிள் போன போல கையில எடுக்கவா,1
இது போல ஜோடி இல்ல,1
பூ போல நீயும் பேச,1
தீ போல பார்வை வீச,1
தீ போலபார்வை வீச,1
காத்தாடி போலவே என் நெஞ்சமே,1
உன்னை போல அழகுதான்,1
பள்ளிகூட புள்ள போல துள்ளி குதிப்போம்,1
தொட்டி செடி போல இல்ல,1
சட்டிமேளம் போல நாங்க சத்தம் போடுவோம்,1
காலையின் பனி போல உன் நியாபகம்,1
உன்போல் பெண்மையை உற்று ரசித்தால்,1
தேன்போல் நெஞ்சமும் தித்தித்திருக்கும்,1
குயில் கூவும் குருவிய போல அக்கம் பக்கம் யாருக்கும் தொியாம,1
ஆப்பத்துக்கு பாயா கறிபோல ஆறாய் முழுங்குறா ஆள,1
ஒரு கரப்பான்பூச்சி போலே என்ன கவுத்துபுட்டாளே,1
நல்லவ போல நடிச்சு ஏமாத்துற,1
ஒரு இரும்ப தொட்ட காந்தம் போல இழுக்குது அவ வயசு,1
என்ன செளக்காா்பேட்ட பீடா போல மெல்லுற அரைகொறையா,1
சக்கரைய சாதம் போல ஊட்டுற,1
போலத்தான் பூசுற வாசமா வீசுற,1
சாதத்துல கல்லு போலநெஞ்சுக்குள்ள நீ இருந்துசொிக்காம சதி பண்ணுற,1
சீயக்காய போலகண்ணில் சிக்கிகிட்டபோதும் கூட உறுத்தாமஉயிா் கொல்லுற,1
பொய்கள் புயல் போல் வீசும்,1
போல உன் மோனா,1
நா கன்னி கணினி போல் பூட்டி கிடந்தேன்,1
ராஜா ராணி போல செவ்வாயில போட,1
நம் வாழ்க்க கூட ஷேர் ஆட்டோ போல நல்லதையும் கெட்டதையும் ஷேர் பண்ணுடா எப்போதும்,1
கூத்தாடி காத்தாடி போலாடும் இந்த நாடோடி,1
பெற்ற தாயை போலதான்,1
அர நெல்லிக்காயப் போல அது நெனச்சு பாத்தா இனிக்கும்,1
தாயம் போல உருட்டிய பின்னும்,1
பூப் போலத் தெறிச்சா,1
பூப் போலத் தெரிச்சான்,1
அய்யயோ ஆம்பள ஐஸ் வண்டி போல அட ஐஸ் வச்சே ஐஸ் வச்சே கவுத்துடுவான் கேர்ள்ல,1
புள்ளையார் கோயில் கொழுக்கட்டை போல நீ கன்னம் ரெண்டு வச்சிருக்க கழுத்துக்கு மேல,1
அட அடுப்பு மேல் வெச்ச பால் சட்டி போல நீ பொங்குறத பாத்து பாத்து பூனையாச்சு மூளை,1
கழுவுற மீனுல நழுவுற மீன போல கைய விட்டு துள்ளி ஓடாத,1
காற்றில் போட்ட கோலம் போல நேற்றை மறக்கிறேன்,1
மாடி வீடு ஏழை போல மனோஹரா சோகம் போல,1
மனோஹரா சோகம் போல அன்பு வச்ச மனசில் இப்போ தொலஞ்சது சாந்தி,1
கட்ட பொம்மன் வீரம் போல கை கொடுத்த தெய்வம் போல,1
கை கொடுத்த தெய்வம் போல விட்டு புட்டு அவளும் செல்ல வெளங்கல நீதி,1
ரதி உன போல பாக்கல,1
மழைய தாங்கும் இலைய போல வணங்கி நானும் நின்னேனே,1
என் போல உச்சம் இல்ல,1
சிக்கி முக்கி போல உரசனும்,1
இலை மேலே பனித்துளி போல் இங்கும் அங்குமாய் உலவுகின்றோம்,1
காட்டில் தொலைந்த மழைதுளி போல் கண்ணே நீயும் தொலைந்ததென்ன,1
நீரினை தேடும் வேரினை போல பெண்ணே உன்னை கண்டெடுப்பேன்,1
அதுபோல் நம்காதல் மானே,1
உன்ன போல ஆளு ஏது,1
கடிகார முள்ளப் போல என்ன கணம் தோறும் சுத்தி வாயா,1
நான் முன்ன போல இப்ப இல்ல,1
நெஞ்சம் பஞ்சு போல மாறும்,1
சூறாவளி போலே உன்னை சுற்றி அடிப்பேன்டி,1
கொஞ்சி பேசும் நம் எண்ணம் போல் பாரிலே,1
என் போல் யாரிங்க கட்டழகு பொம்பள,1
காள போல ஆடி வந்தேனே,1
இது போல் ஒரு சொந்தம்,1
தாய் போல் என்னை,1
காள போல தூக்கி அடிச்சால,1
போல மாறிடும்,1
மழை நீரை போலே நேரம்,1
நாவல் போலே ஆகிப்போச்சே,1
கடிகாரம் முள்ளை போலே நிற்காமல் நீ ஓடு,1
ஆழம் தேடிடும் மீன்களை போலே நீலக் கடலிலே நீந்தி போகிறேன்,1
என் வானில் வானில் மேகம் என்றும் போல வெந்நீலம் நீலம் அதை தூவி போக,1
இதுவரை இதுபோலே நானும் இல்லையே,1
ஒரு வெள்ளி கொலுசு போல இந்த மனசு சினுங்கும் கீழ,1
அணியாத வைரம் போல புது நாணம் மினுங்கும் மேல,1
புகை போல வென்பஞ்சாய்,1
கடல் போன்ற கண்ணாலே,1
ஒரு வெள்ளிக் கொலுசுப் போல இந்த பூ சினுங்கும் கீழ,1
அணியாத வைரம் போல அந்த வானம் மினுங்கும் மேல,1
ஒரு வெள்ளிக் கொலுசுப் போல இந்த பூமி சினுங்கும் கீழ,1
துருவங்கள் போல் நீளும்,1
பூத்துாள் தூவும் மேகம் போல வானில் ஊர்கின்றாள்,1
அவ பட்டாம்பூச்சி போல நா மெரசலாயிட்டேன்,1
தேங்கா பத்த போல் ஒரு வெள்ள பல்லால,1
ஒரு மாங்கா பத்த போல என்ன மென்னு தின்னாளே,1
நீர்வீழ்ச்சி போலே நின்றவன்,1
வான் முட்டும் மலையை போன்றவன்,1
தேங்காய்க்குள்ளே நீர் போல நெஞ்சில் தேக்கி வைப்பேனே,1
அது போல் என்னை மன்னிப்பாயா,1
மை ஆயா போல இல்லைங்கோ,1
மேக துண்டு போல் கரைந்து செல்ல வா,1
மழை போலே என்றுமே,1
டியூப் லைட்ட போல பேச்சும் திக்கி வருதே,1
இறகு போல் தரையிலே விழுகிறேன்,1
இருள் போலே இருந்தேனே,1
இடிப்போல கொரலும்,1
கல்லு போல மனசு,1
மலையை போலேவே,1
மூச்சு காத்துல மாறுதம் போல மாமா,1
பனி காத்தும் அனல் போலே கொதிக்குதே,1
புயலோடு எலபோல உசுறோடுதே,1
விண்வெளியே வானவில் போல் உன்னால் மறாதோ,1
சொந்தம் இது போல் வாராதே,1
என்னை போல யோகம் உண்டா ஊர கேக்குறேன்,1
உன்னப் போல பெண் ஒருத்தி,1
போகுது பூ போல ஒரு கோடி ஜென்மம் ஒன்னு சேர்ந்து,1
போகுது பூ போல ஒரு கடுகும் எண்ணெயும் போல,1
ஒரு கடுகும் எண்ணெயும் போல காதல் ஜோடி இல்லையடி,1
அட இஷ்டம் போலே ஓட்டுடா,1
என் நெஞ்சத்தை கால் பந்தை போல் நீ மோதவே நான் விண்ணை தாண்டினேன்,1
தூரத்தில் தோன்றிடும் மேகத்தை போலவே,1
பூக்களில் தோன்றிடும் வண்ணங்கள் போலவே,1
வண்ணத்துப் பூச்சியின் வண்ணங்கள் போலவே,1
புயல் போலே கடந்தாய்,1
தெய்வம் போலே என்னை மாற்றும் காதல்,1
சொந்தம்லாம் அது குப்பத்து கோழி போல் எற போட்டா வந்து கொத்திக்கும்,1
அழகும் அறிவும் கலந்து என்னை போல் அழகி உலகில் யாரும் இல்ல,1
கண்ணீரிலே ஒரு மை போலவே,1
காணுகின்ற துன்பம் கானல் நீரை போலே காணாமல் போகும் ஒர் நாளே,1
கங்கை ஆற்றை போலே ஓடும் வாழ்நாளிலே,1
புலி குட்டி போல ஒன்ன,1
உங்களைப்போல் பேர் எடுப்பான் உங்க பிள்ளை,1
புள்ளதாச்சி போல ஒரு தெய்வம் தான் இல்லை,1
அது போல் இவன்,1
டகால்டி போல காட்டின வேலை,1
கண்ணாடி தொட்டியப் போல் என் ஹார்ட்ட மாத்திக்குற,1
கண்ணே மீன் குட்டிய போல் நீ வந்து நீந்துறியே,1
ஆம்புலன்சு சைரன போல் உன் கொலுசு ஒலிக்குதடி,1
பாவாடா ராட்டினம் போலே நீ என்ன சுத்தாத,1
எப்போதும் போலே வாழ்ந்தால் நியாயம் இல்லையே,1
அவள் போலிருக்கும் சில மகளிரிடம்,1
எப்போதும் போல் தென்றல் இல்லை,1
எப்போதும் போல் சுவாசம் இல்லை,1
இன்றோ நேற்றைப் போல் இல்லை,1
எப்போதும் போல் பாடல் இல்லை,1
பனி நெஞ்சம் போல் வந்தேனே,1
காற்றோடு மொட்டை போல உடைந்துவிட்டாய்,1
நல்லவன் போல நடிக்க தெரிஞ்ச நல்லவன்,1
நல்லவன் போல நடிக்க கோட்ட வுட்டவன்,1
பாஷா போல மாஸா எதுவும் செஞ்சதில்ல,1
ரங்கா போல ராங்கா ஒன்னும் கிழிச்ச தில்ல,1
ஒரு பில்லாப் போல நானும் ஆனாலும்,1
கடல் அலை போல உன் கால் தொட்டு உரசி,1
கடல் மண்ண போல உன் காலோட ஒட்டி,1
எந்திரம் போலே மாறுவதோ,1
ஏன் அநாதை போல இங்கே,1
டோராவ போல் போவேனே நான்,1
டோராவ போல் டோராவ போல் போவேனே நான் போவேனே நான்,1
பொம்மை போல் வாழ்ந்தால்,1
உன் எண்ணம் போல் நீ போ,1
காத்தாடி போல் நீ ஆடலாம்,1
நீ அதிகாலை பூ போல்தானடா,1
விட்டதபோல் மல்லுக்கட்டி,1
எங்கேயும் செல்லு காத்த போல நாள் பத்தாம,1
புள்ள போல தோளு மேல,1
குத்தாலச் சாரல் போல் தலை தட்டும் சேட்டைக்காரா,1
குத்தாலச் சாரல் போல் தலை தட்டும் சேட்டைக்காரி,1
காசப் போல் காதல் இருக்குதா,1
காசப் போலக்,1
குத்தாலச் சாரல் போல் தலை தட்டும்,1
பட்டாம்பூச்சிப் போல வண்ணம் அள்ளித் தார,1
நான் நீர்க்கோழி போல நீந்துவேன்,1
நிறமார்ந்நொரு கனவு என்னில் தெளியுன்ன போலே புழையோரம் தழுகும் நீர் தணு ஈரன் காற்றும்,1
புளகங்ஙள் இழை நெய்‌தொரு குழல் ஊதிய போலே குளிரேகும் கனவு என்னில் கதிராடிய காலம்,1
மிழிவேகிய நிறமெல்லாம் மாயுன்ன போலே அலிவோடு என் அரிகத்தின் அணையாதிருந்நால்,1
அழகேகிய கனவெல்லாம் அகலுன்ன போலே ஞானென்றே ஆத்மாவின் ஆழத்தின் உள்ளில்,1
